rcn	reference	acronym	status	programme	topics	startDate	endDate	totalCost	ecMaxContribution	call	fundingScheme	coordinator	coordinatorCountry	numOrg	totalContrib
193925	642571	CHIBOW	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-03-01	2019-02-28	3729290,65	3729290,40	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	THE UNIVERSITY OF BIRMINGHAM	UK	 12	3729290,40
193926	642574	SPRInG	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-EID	2015-01-01	2018-12-31	1221003,36	1221003,36	H2020-MSCA-ITN-2014	MSCA-ITN-EID	FORSCHUNGSVERBUND BERLIN E.V.	DE	 2	1221003,36
193927	642575	ALFF	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3794115,24	3794115,24	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	THE SCOTTISH ASSOCIATION FOR MARINE SCIENCE	UK	 10	3794115,24
193928	642609	EUROLEISH-NET	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3820537,80	3820537,80	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	FUNDACION PRIVADA INSTITUTO DE SALUD GLOBAL BARCELONA	ES	 10	4564156,68
193929	642612	VPH-CaSE	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3700187,28	3700187,28	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	THE UNIVERSITY OF SHEFFIELD	UK	 9	3700187,28
193930	642620	INTEGRATE	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	2793330,72	2793330,72	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	UNIVERSITA DEGLI STUDI DI PARMA	IT	 10	2793330,72
193931	642623	RADIATE	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-03-01	2019-02-28	3081061,44	3081061,44	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD	UK	 6	3081061,44
193932	642642	SELECTA	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2019-01-01	3274969,68	3274969,68	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	UNIVERSITAT AUTONOMA DE BARCELONA	ES	 10	3274969,68
193933	642656	Phonsi	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3056430,24	3056430,24	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	UNIVERSITEIT GENT	BE	 7	3056430,24
193934	642661	Mid-TECH	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	4001129,28	4001129,28	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	DANMARKS TEKNISKE UNIVERSITET	DK	 8	4001129,28
193935	642662	HEADS	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3387265,56	3387265,56	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	UNIVERSITY COLLEGE DUBLIN, NATIONAL UNIVERSITY OF IRELAND, DUBLIN	IE	 6	3387265,56
193936	642671	SUSPOL	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-EJD	2015-01-01	2018-12-31	2590353,72	2590353,72	H2020-MSCA-ITN-2014	MSCA-ITN-EJD	UNIVERSIDAD DEL PAIS VASCO EHU UPV	ES	 4	2590353,72
193937	642663	eCHO Systems	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	4044793,68	4044793,68	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	DANMARKS TEKNISKE UNIVERSITET	DK	 7	4044793,68
193938	642682	AWESCO	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	2999014,68	2999014,68	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	TECHNISCHE UNIVERSITEIT DELFT	NL	 10	2999014,68
193939	642685	MacSeNet	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3866329,44	3866329,44	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	UNIVERSITY OF SURREY	UK	 9	3866329,44
193940	642687	BIOGEL	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3523738,32	3523738,32	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	DWI AN DER RWTH AACHEN EV	DE	 9	3523738,32
193941	642691	EpiPredict	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	2797697,16	2797697,16	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	UNIVERSITEIT VAN AMSTERDAM	NL	 8	2797697,16
193942	642709	CASPIAN	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3811357,08	3811357,08	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	DUBLIN CITY UNIVERSITY	IE	 7	3811357,08
193943	642720	BonePain	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3558676,32	3558676,32	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	KOBENHAVNS UNIVERSITET	DK	 7	3558676,32
193944	642738	MetaRNA	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3995643,24	3995643,24	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	RIJKSUNIVERSITEIT GRONINGEN	NL	 10	3995643,24
193945	642760	EDEN	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-EJD	2015-03-01	2019-02-28	2484775,44	2484775,44	H2020-MSCA-ITN-2014	MSCA-ITN-EJD	UNIVERSITAT DE VALENCIA	ES	 5	2484775,44
193946	642771	SPARCARB	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-EID	2015-01-01	2018-12-31	1093151,52	1093151,52	H2020-MSCA-ITN-2014	MSCA-ITN-EID	GLOBAL LIGHTNING PROTECTION SERVICES AS	DK	 2	1093151,52
193947	642773	EUROPOL	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3971124,00	3971124,00	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	THE UNIVERSITY OF BIRMINGHAM	UK	 12	3971124,00
193948	642774	COLLDENSE	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3895886,88	3895886,88	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	UNIVERSITAT WIEN	AT	 9	3895886,88
193949	642793	MULTI-APP	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	2321096,40	2321096,40	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	UNIVERSITA DEGLI STUDI DI PADOVA	IT	 7	2321096,40
193950	642795	WDAqua	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3885922,44	3885922,44	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	RHEINISCHE FRIEDRICH-WILHELMS-UNIVERSITAT BONN	DE	 6	3885922,44
193951	642820	PUFF	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-EID	2015-01-01	2018-12-31	766122,84	766122,84	H2020-MSCA-ITN-2014	MSCA-ITN-EID	STICHTING KATHOLIEKE UNIVERSITEIT	NL	 2	766122,84
193952	642836	ProteinFactory	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3685072,68	3685072,68	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	ACADEMISCH ZIEKENHUIS GRONINGEN	NL	 9	3685072,68
193953	642841	DISTRO	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3264733,00	3264733,00	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	UNIVERSITY COLLEGE LONDON	UK	 8	3264733,00
193954	642850	IMCESA	SIGNED	H2020-EU.2.3.	INNOSUP	2014-05-01	2014-12-31	30625,00	24500,00	H2020-Adhoc-2014-20	CSA	TTI TECHNOLOGIETRANSFER- UND INNOVATIONSFORDERUNG MAGDEBURG GMBH	DE	 1	24500,00
193955	642866	InCeM	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3884019,12	3884019,12	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	UNIVERSITAETSKLINIKUM AACHEN	DE	 11	3884019,12
193956	642870	IMMUNOSHAPE	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3811581,00	3811581,00	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	ASOCIACION CENTRO DE INVESTIGACION COOPERATIVA EN BIOMATERIALES- CIC biomaGUNE	ES	 14	3811581,00
193957	642877	InnoChain	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-09-01	2019-08-31	3972691,44	3972691,44	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	DET KONGELIGE DANSKE KUNSTAKADEMIS SKOLER FOR ARKITEKTUR, DESIGN OG KONSERVERING.	DK	 6	3972691,44
193958	642881	ECMED	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3047025,60	3047025,60	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	UNIVERSITY COLLEGE LONDON	UK	 10	3047025,60
193959	642886	INCAME	SIGNED	H2020-EU.2.3.	INNOSUP	2014-05-01	2014-12-31	262500,00	210000,00	H2020-Adhoc-2014-20	CSA	AGENZIA NAZIONALE PER LE NUOVE TECNOLOGIE, L'ENERGIA E LO SVILUPPO ECONOMICO SOSTENIBILE	IT	 6	210000,00
193960	642890	TheLink	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2014-11-01	2018-10-31	3794898,96	3794898,96	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV	DE	 10	3794898,96
193961	642893	IMPRESS	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3867449,04	3867449,04	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	NORGES MILJO-OG BIOVITENSKAPLIGE UNIVERSITET	NO	 9	3867449,04
193962	642901	CropStrengthen	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-EID	2015-01-01	2018-12-31	1268698,32	1268698,32	H2020-MSCA-ITN-2014	MSCA-ITN-EID	UNIVERSITAET POTSDAM	DE	 3	1268698,32
193963	642904	TreatRec	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-EID	2015-01-01	2018-12-31	1267466,76	1267466,76	H2020-MSCA-ITN-2014	MSCA-ITN-EID	FUNDACIO INSTITUT CATALA DE RECERCA DE L'AIGUA	ES	 4	1267466,76
193964	642929	SUPRABARRIER	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-EID	2015-01-01	2018-12-31	513435,60	513435,60	H2020-MSCA-ITN-2014	MSCA-ITN-EID	UNIVERSITA DEGLI STUDI DI PARMA	IT	 2	513435,60
193965	642933	EENNI_INN	SIGNED	H2020-EU.2.3.	INNOSUP	2014-07-01	2014-12-31	17500,00	14000,00	H2020-Adhoc-2014-20	CSA	INVEST NORTHERN IRELAND	UK	 1	14000,00
193966	642934	Chromatin3D	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3782583,36	3782583,36	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	FOUNDATION FOR RESEARCH AND TECHNOLOGY HELLAS	EL	 12	3782583,36
193967	642935	ENHANCE	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-03-01	2019-02-28	3144654,72	3144654,72	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	UNIVERSITY OF LEEDS	UK	 4	3144654,72
193968	642954	SENECA	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-EID	2015-01-01	2018-12-31	2236902,48	2236902,48	H2020-MSCA-ITN-2014	MSCA-ITN-EID	SOFTWARE IMPROVEMENT GROUP B.V	NL	 6	2236902,48
193969	642959	IODA	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3854909,52	3854909,52	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	QUEEN MARY UNIVERSITY OF LONDON	UK	 10	3854909,52
193970	642961	PACE	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-04-01	2019-03-31	3911673,24	3911673,24	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE	FR	 10	3911673,24
193971	642963	BigStorage	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3803407,92	3803407,92	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	UNIVERSIDAD POLITECNICA DE MADRID	ES	 10	3803407,92
193972	642973	PRIDE	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-03-01	2019-02-28	3797026,20	3797026,20	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	STICHTING NATURALIS BIODIVERSITY CENTER	NL	 10	3797026,20
193973	642976	NanoHeal	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	4103572,68	4103572,68	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	UNIVERSITETET I OSLO	NO	 7	4103572,68
193974	642987	MSFF-DYN-FRAC-PR	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-EID	2015-01-01	2018-12-31	255374,28	255374,28	H2020-MSCA-ITN-2014	MSCA-ITN-EID	TECHNISCHE UNIVERSITEIT DELFT	NL	 2	255374,28
193975	642995	E3Canarias	SIGNED	H2020-EU.2.3.	INNOSUP	2014-07-01	2014-12-31	21000,00	16800,00	H2020-Adhoc-2014-20	CSA	INSTITUTO TECNOLOGICO DE CANARIAS, S.A.	ES	 1	16800,00
193976	642996	BRAINVIEW	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3888945,36	3888945,36	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	STICHTING KATHOLIEKE UNIVERSITEIT	NL	 10	3888945,36
193977	643002	ACT5G	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-EID	2015-05-01	2019-04-30	1043441,28	1043441,28	H2020-MSCA-ITN-2014	MSCA-ITN-EID	LINKOPINGS UNIVERSITET	SE	 3	1043441,28
193978	643032	N-SUPP_INNO	SIGNED	H2020-EU.2.3.	INNOSUP	2014-05-01	2014-12-31	54400,00	43520,00	H2020-Adhoc-2014-20	CSA	INVESTITIONS-UND FORDERBANK NIEDERSACHSEN (NBANK)	DE	 3	43520,00
193979	643045	WAKEUPCALL	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-EID	2015-01-01	2018-12-31	1522617,12	1522617,12	H2020-MSCA-ITN-2014	MSCA-ITN-EID	STICHTING CENTRUM VOOR WISKUNDE EN INFORMATICA	NL	 10	1522617,12
193980	643050	HyMedPoly	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-EID	2015-01-01	2018-12-31	3918054,96	3918054,96	H2020-MSCA-ITN-2014	MSCA-ITN-EID	LUCIDEON LIMITED	UK	 7	3918054,96
193981	643051	MiND	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3914948,07	3914948,07	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	STICHTING KATHOLIEKE UNIVERSITEIT	NL	 12	3914948,07
193982	643052	C-CASCADES	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3125733,48	3125733,48	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	UNIVERSITE LIBRE DE BRUXELLES	BE	 8	3125733,48
193983	643056	Biorapid	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	4038971,76	4038971,76	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	UNIVERSITY OF NEWCASTLE UPON TYNE	UK	 9	4038971,76
193984	643062	ZENCODE	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3948843,96	3948843,96	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	THE UNIVERSITY OF BIRMINGHAM	UK	 11	3948843,96
193985	643063	MICROWINE	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3945597,12	3945597,12	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	AARHUS UNIVERSITET	DK	 13	3945597,12
193986	643071	ABWET	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-EJD	2015-01-01	2018-12-31	3918950,64	3918950,64	H2020-MSCA-ITN-2014	MSCA-ITN-EJD	UNIVERSITA DEGLI STUDI DI CASSINO	IT	 4	3918950,64
193987	643072	QoE-Net	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	2883122,64	2883122,64	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	UNIVERSITA DEGLI STUDI DI CAGLIARI	IT	 7	2883122,64
193988	643073	CRITICS	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-04-01	2019-03-31	3896688,13	3896688,13	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE	UK	 9	3896688,13
193989	643084	BASE-LiNE Earth	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3749331,24	3749331,24	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	HELMHOLTZ ZENTRUM FUR OZEANFORSCHUNG KIEL	DE	 14	3749331,24
193990	643087	Remediate	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3725266,32	3725266,32	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	THE QUEEN'S UNIVERSITY OF BELFAST	UK	 10	3725266,32
193991	643090	Innosupport	SIGNED	H2020-EU.2.3.	INNOSUP	2014-07-01	2014-12-31	49000,00	39200,00	H2020-Adhoc-2014-20	CSA	IMG INNOVATIONS MANAGEMENT GMBH	DE	 2	39200,00
193992	643117	Ireland-SME-Support	SIGNED	H2020-EU.2.3.	INNOSUP	2014-07-01	2014-12-31	61250,00	49000,00	H2020-Adhoc-2014-20	CSA	ENTERPRISE IRELAND	IE	 1	49000,00
193993	643126	UK150330_IMCpilot	SIGNED	H2020-EU.2.3.	INNOSUP	2014-05-01	2014-12-31	56000,00	44800,00	H2020-Adhoc-2014-20	CSA	SCOTTISH ENTERPRISE	UK	 2	44800,00
193994	643134	CLEAN-Gas	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-EJD	2015-01-01	2018-12-31	3832293,60	3832293,60	H2020-MSCA-ITN-2014	MSCA-ITN-EJD	POLITECNICO DI MILANO	IT	 4	3832293,60
193995	643142	KAMWAL	SIGNED	H2020-EU.2.3.	INNOSUP	2014-09-01	2014-12-31	33430,00	26744,00	H2020-Adhoc-2014-20	CSA	ASSOCIATION INTERCOMMUNALE BUREAU ECONOMIQUE DE LA PROVINCE DE NAMUR SCRL-B.E.P. NAMUR	BE	 2	26744,00
193996	643161	ECRYPT-NET	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-03-01	2019-02-28	3893199,84	3893199,84	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	KATHOLIEKE UNIVERSITEIT LEUVEN	BE	 8	3893199,84
193997	643167	AEOLUS4FUTURE	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3811804,92	3811804,92	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	LULEA TEKNISKA UNIVERSITET	SE	 10	3811804,92
193998	643238	SYNCHRONICS	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-ETN	2015-01-01	2018-12-31	3650589,00	3650589,00	H2020-MSCA-ITN-2014	MSCA-ITN-ETN	UNIVERSITY COLLEGE LONDON	UK	 10	3650589,00
193999	643253	REGINNOVE	SIGNED	H2020-EU.2.3.	INNOSUP	2014-06-01	2014-12-31	86250,00	69000,00	H2020-Adhoc-2014-20	CSA	CHAMBRE DE COMMERCE ET D'INDUSTRIE DE REGION BOURGOGNE	FR	 4	69000,00
194000	643262	iKaaS	SIGNED	H2020-EU.2.1.1.	EUJ-1-2014	2014-10-01	2017-09-30	1554750,00	1554750,00	H2020-EUJ-2014	RIA	UNIVERSITY OF SURREY	UK	 9	1554750,00
194001	643263	INNO-HUN2014	SIGNED	H2020-EU.2.3.	INNOSUP	2014-10-01	2014-12-31	16813,75	13451,00	H2020-Adhoc-2014-20	CSA	Magyar Kereskedelem-fejlesztesi es Promocios Korlatolt Felelossegu Tarsasag	HU	 4	13451,00
194002	643264	ENIGMA	SIGNED	H2020-EU.2.3.	INNOSUP	2014-07-01	2014-12-31	7000,00	5600,00	H2020-Adhoc-2014-20	CSA	INVENT BALTICS OU	EE	 1	5600,00
194003	643267	KAM2CY	SIGNED	H2020-EU.2.3.	INNOSUP	2014-05-01	2014-12-31	10500,00	8400,00	H2020-Adhoc-2014-20	CSA	IDRYMA PROOTHISIS EREVNAS	CY	 1	8400,00
194004	643270	KAM EIMC SAXONY	SIGNED	H2020-EU.2.3.	INNOSUP	2014-05-01	2014-12-31	56875,00	45500,00	H2020-Adhoc-2014-20	CSA	AGENTUR FUR INNOVATIONSFORDERUNG UND TECHNOLOGIETRANSFER GMBH LEIPZIG	DE	 3	45500,00
194005	643271	ERACoSysMed	SIGNED	H2020-EU.3.1.	HCO-09-2014	2015-01-01	2019-12-31	14778271,00	4876821,00	H2020-HCO-2014	ERA-NET-Cofund	FORSCHUNGSZENTRUM JULICH GMBH	DE	 15	4876821,00
194006	643275	FESTIVAL	SIGNED	H2020-EU.2.1.1.	EUJ-4-2014	2014-10-01	2017-09-30	1499801,25	1499801,00	H2020-EUJ-2014	RIA	COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES	FR	 7	1499801,00
194007	643277	InnoBavaria	SIGNED	H2020-EU.2.3.	INNOSUP	2014-09-01	2014-12-31	170625,00	136500,00	H2020-Adhoc-2014-20	CSA	BAYERN INNOVATIV GESELLSCHAFT FUER INNOVATION UND WISSENSTRANSFER MBH	DE	 2	136500,00
194008	643282	KAM2WestPL	SIGNED	H2020-EU.2.3.	INNOSUP	2014-06-01	2014-12-31	29750,00	23800,00	H2020-Adhoc-2014-20	CSA	POLITECHNIKA WROCLAWSKA	PL	 4	23800,00
194009	643287	INNO-EEN 2014	SIGNED	H2020-EU.2.3.	INNOSUP	2014-07-01	2014-12-31	3937,50	3150,00	H2020-Adhoc-2014-20	CSA	Ss. CYRIL AND METHODIUS UNIVERSITY IN SKOPJE	MK	 1	3150,00
194010	643297	RAPID	SIGNED	H2020-EU.2.1.1.	EUJ-3-2014	2014-10-01	2017-09-30	1549755,00	1549755,00	H2020-EUJ-2014	RIA	UNIVERSITAET DUISBURG-ESSEN	DE	 5	1549755,00
194011	643298	SMEINNOAUSTRIA	SIGNED	H2020-EU.2.3.	INNOSUP	2014-07-01	2014-12-31	113007,50	90406,00	H2020-Adhoc-2014-20	CSA	WIRTSCHAFTSKAMMER OESTERREICH	AT	 9	118826,00
194012	643307	CIPRAASME	SIGNED	H2020-EU.2.3.	INNOSUP	2014-06-01	2014-12-31	103430,00	82744,00	H2020-Adhoc-2014-20	CSA	CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION RHONE ALPES	FR	 4	82744,00
194013	643308	GalacteaplusKam	SIGNED	H2020-EU.2.3.	INNOSUP	2014-07-01	2014-12-31	73500,00	58800,00	H2020-Adhoc-2014-20	CSA	FUNDACION PARA EL FOMENTO EN ASTURIAS DE LA INVESTIGACION CIENTIFICA APLICADA Y TECNOLOGIA	ES	 6	58800,00
194014	643309	NoHoW	SIGNED	H2020-EU.3.1.	PHC-26-2014	2015-03-01	2020-02-29	4949337,00	4949337,00	H2020-PHC-2014-single-stage	RIA	REGION HOVEDSTADEN	DK	 12	4949337,00
194015	643310	SCRIpT	SIGNED	H2020-EU.2.3.	INNOSUP	2014-06-01	2014-12-31	151726,25	121381,00	H2020-Adhoc-2014-20	CSA	CONSIGLIO NAZIONALE DELLE RICERCHE	IT	 11	133981,00
194016	643311	Magic SWF SMEs	SIGNED	H2020-EU.2.3.	INNOSUP	2014-07-01	2014-12-31	79186,25	63349,00	H2020-Adhoc-2014-20	CSA	AQUITAINE DEVELOPPEMENT INNOVATION	FR	 6	63349,00
194017	643312	UKMidsINNOV	SIGNED	H2020-EU.2.3.	INNOSUP	2014-07-01	2014-12-31	49358,75	39487,00	H2020-Adhoc-2014-20	CSA	COVENTRY UNIVERSITY ENTERPRISES LIMITED	UK	 1	39487,00
194018	643315	PT Innovative	SIGNED	H2020-EU.2.3.	INNOSUP	2014-07-01	2014-12-31	60393,75	48315,00	H2020-Adhoc-2014-20	CSA	IAPMEI - AGENCIA PARA A COMPETITIVIDADE E INOVACAO IP	PT	 3	48315,00
194019	643316	PROSME-INN	SIGNED	H2020-EU.2.3.	INNOSUP	2014-07-01	2014-12-31	18000,00	14400,00	H2020-Adhoc-2014-20	CSA	FUNDATIA CENTRUL ROMAN PENTRU INTREPRINDERI MICI SI MIJLOCII	RO	 2	14400,00
194020	643317	H-BISS Slovakia 2014	SIGNED	H2020-EU.2.3.	INNOSUP	2014-07-01	2014-12-31	28000,00	22400,00	H2020-Adhoc-2014-20	CSA	BIC BRATISLAVA. SPOL. S.R.O.	SK	 1	22400,00
194021	643319	Innovation Denmark	SIGNED	H2020-EU.2.3.	INNOSUP	2014-07-01	2014-12-31	80500,00	64400,00	H2020-Adhoc-2014-20	CSA	AGRO BUSINESS PARK AS	DK	 2	64400,00
194022	643320	INNOMNGTFIN	SIGNED	H2020-EU.2.3.	INNOSUP	2014-07-01	2014-12-31	17187,50	13750,00	H2020-Adhoc-2014-20	CSA	TURKU SCIENCE PARK OY AB	FI	 1	13750,00
194023	643322	FLEXI-PYROCAT	SIGNED	H2020-EU.1.3.3.	MSCA-RISE-2014	2015-01-01	2018-12-31	634500,00	405000,00	H2020-MSCA-RISE-2014	MSCA-RISE	UNIVERSITY OF LEEDS	UK	 3	405000,00
194024	643325	ALPSKAM14	SIGNED	H2020-EU.2.3.	INNOSUP	2014-07-01	2014-12-31	83070,00	66456,00	H2020-Adhoc-2014-20	CSA	CONFINDUSTRIA PIEMONTE	IT	 4	66456,00
194025	643326	KAM2SouthPL	SIGNED	H2020-EU.2.3.	INNOSUP	2014-05-01	2014-12-31	42000,00	33600,00	H2020-Adhoc-2014-20	CSA	SWIETOKRZYSKIE CENTRUM INNOWACJI I TRANSFERU TECHNOLOGII SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA	PL	 9	33600,00
194026	643327	KANT	SIGNED	H2020-EU.2.3.	INNOSUP	2014-07-01	2014-12-31	76206,25	60965,00	H2020-Adhoc-2014-20	CSA	TRENTINO SVILUPPO SPA	IT	 4	60965,00
