title;topicRcn;topicCode;legalBasisRcn;legalBasisCode
New tools and methodologies to reduce the gap between predicted and actual energy performances at the level of buildings and blocks of buildings;665060;EeB-07-2015;664203;H2020-EU.2.1.5.3.
Integrated approach to retrofitting of residential buildings;665061;EeB-08-2015;664203;H2020-EU.2.1.5.3.
Integrated Process Control;665062;SPIRE-01-2014;664203;H2020-EU.2.1.5.3.
Adaptable industrial processes allowing the use of renewables as flexible feedstock for chemical and energy applications;665063;SPIRE-02-2014;664203;H2020-EU.2.1.5.3.
Improved downstream processing of mixtures in process industries;665064;SPIRE-03-2014;664203;H2020-EU.2.1.5.3.
Methodologies, tools and indicators for cross-sectorial sustainability assessment of energy and resource efficient solutions in the process industry;665065;SPIRE-04-2014;664203;H2020-EU.2.1.5.3.
New adaptable catalytic reactor methodologies for Process Intensification;665066;SPIRE-05-2015;664203;H2020-EU.2.1.5.3.
Energy and resource management systems for improved efficiency in the process industries;665067;SPIRE-06-2015;664203;H2020-EU.2.1.5.3.
Recovery technologies for metals and other minerals;665068;SPIRE-07-2015;664203;H2020-EU.2.1.5.3.
Solids handling for intensified process technology;665069;SPIRE-08-2015;664203;H2020-EU.2.1.5.3.
Critical infrastructure protection topic 7: SME instrument topic: �Protection of Urban soft targets and urban critical infrastructures�;665089;DRS-17-2014;664463;H2020-EU.3.7.
Critical infrastructure protection topic 7: SME instrument topic: Protection of Urban soft targets and critical infrastructures;665090;DRS-17-2015;664463;H2020-EU.3.7.
Innovative ways to make science education and scientific careers attractive to young people;665133;SEAC-1-2014;664495;H2020-EU.5.
Innovative ways to make science education and scientific careers attractive to young people;665134;SEAC-1-2015;664495;H2020-EU.5.
Responsible Research and Innovation in Higher Education Curricula;665135;SEAC-2-2014;664495;H2020-EU.5.
Trans-national operation of the EURAXESS Service network;665136;SEAC-3-2014;664495;H2020-EU.5.
EURAXESS outreach to Industry;665137;SEAC-4-2015;664495;H2020-EU.5.
Innovative approach to communication encouraging girls to study science;665138;GERI-1-2014;664499;H2020-EU.5.b.
"Impact of gender diversity on Research &amp; Innovation";665139;GERI-2-2014;664499;H2020-EU.5.b.
Evaluation of initiatives to promote gender equality in research policy and research organisations;665140;GERI-3-2015;664499;H2020-EU.5.b.
Support to research organisations to implement gender equality plans;665141;GERI-4-2014;664499;H2020-EU.5.b.
Support to research organisations to implement gender equality plans;665142;GERI-4-2015;664499;H2020-EU.5.b.
Pan-European public outreach: exhibitions and science caf�s engaging citizens in science;665143;ISSI-1-2014;664501;H2020-EU.5.c.
Pan-European public outreach: exhibitions and science caf�s engaging citizens in science;665144;ISSI-1-2015;664501;H2020-EU.5.c.
Citizens and multi-actor engagement for scenario building;665145;ISSI-2-2014;664501;H2020-EU.5.c.
Knowledge Sharing Platform;665146;ISSI-3-2015;664501;H2020-EU.5.c.
On-line mechanisms for knowledge-based policy advice;665147;ISSI-4-2015;664501;H2020-EU.5.c.
Supporting structural change in research organisations to promote Responsible Research and Innovation;665148;ISSI-5-2014;664501;H2020-EU.5.c.
Supporting structural change in research organisations to promote Responsible Research and Innovation;665149;ISSI-5-2015;664501;H2020-EU.5.c.
Fostering RRI uptake in current research and innovations systems;665150;GARRI-1-2014;664495;H2020-EU.5.
Responsible Research and Innovation in industrial context;665151;GARRI-2-2015;664495;H2020-EU.5.
Scientific Information in the Digital Age: Text and Data Mining (TDM);665152;GARRI-3-2014;664495;H2020-EU.5.
Innovative approach to release and disseminate research results and measure their impact;665153;GARRI-4-2015;664495;H2020-EU.5.
Ethics in Research: Promoting Integrity;665154;GARRI-5-2014;664495;H2020-EU.5.
Reducing the risk of exporting non ethical practices to third countries;665155;GARRI-6-2014;664495;H2020-EU.5.
Science with and for Society National Contact Points (NCPs) in H2020;665156;GARRI-7-2014;664495;H2020-EU.5.
National Contact Points for quality standards and horizontal issues;665157;GARRI-8-2014;664495;H2020-EU.5.
Clinical research for the validation of biomarkers and/or diagnostic medical devices;665181;PHC-12-2014;664237;H2020-EU.3.1.
Clinical research for the validation of biomarkers and/or diagnostic medical devices;665182;PHC-12-2015;664237;H2020-EU.3.1.
Presidency events;665231;NMP-38-2015;664173;H2020-EU.2.1.3.
Networking and sharing of best practises in management of new advanced materials through the eco-design of products, �eco-innovation, and product life cycle management;665233;NMP-34-2014;664187;H2020-EU.2.1.3.7.
Accelerating the uptake of nanotechnologies, advanced materials or advanced manufacturing and processing technologies by SMEs;665234;NMP-25-2015;664161;H2020-EU.2.1.2.
SME boosting biotechnology-based industrial processes driving competitiveness and sustainability;665241;BIOTEC-5a-2014;664189;H2020-EU.2.1.4.
SME boosting biotechnology-based industrial processes driving competitiveness and sustainability;665242;BIOTEC-5b-2015;664189;H2020-EU.2.1.4.
Biotec;665247;Biotec;664087;H2020-EC
Environment;665248;Environment;664087;H2020-EC
Energy;665249;Energy;664087;H2020-EC
European Research Council;665250;ERC;664087;H2020-EC
Europe;665252;Europe;664087;H2020-EC
Future and Emerging Technologies;665253;FET;664087;H2020-EC
Food;665254;Food;664087;H2020-EC
Open Disruptive Innovation Scheme (implemented through the SME instrument);665255;ICT-37-2014-1;664147;H2020-EU.2.1.1.
Accelerating the uptake of nanotechnologies, advanced materials or advanced manufacturing and processing technologies by SMEs;665256;NMP-25-2014-1;664161;H2020-EU.2.1.2.
Clinical research for the validation of biomarkers and/or diagnostic medical devices;665257;PHC-12-2014-1;664237;H2020-EU.3.1.
Resource-efficient eco-innovative food production and processing;665258;SFS-08-2014-1;664281;H2020-EU.3.2.
Supporting SMEs efforts for the development - deployment and market replication of innovative solutions for blue growth;665259;BG-12-2014-1;664281;H2020-EU.3.2.
Stimulating the innovation potential of SMEs for a low carbon energy system;665260;SIE-01-2014-1;664321;H2020-EU.3.3.
Small business innovation research for Transport;665261;IT-1-2014-1;664357;H2020-EU.3.4.
Boosting the potential of small businesses for eco-innovation and a sustainable supply of raw materials;665262;SC5-20-2014-1;664225;H2020-EU.2.3.1.
Critical infrastructure protection topic 7: SME instrument topic: �Protection of Urban soft targets and urban critical infrastructures�;665263;DRS-17-2014-1;664463;H2020-EU.3.7.
SME boosting biotechnology-based industrial processes driving competitiveness and sustainability;665264;BIOTEC-5a-2014-1;664189;H2020-EU.2.1.4.
Stimulating the innovation potential of SMEs for a low carbon energy system;665265;SIE-01-2015-1;664321;H2020-EU.3.3.
Small business innovation research for Transport;665266;IT-1-2015-1;664357;H2020-EU.3.4.
Boosting the potential of small businesses for eco-innovation and a sustainable supply of raw materials;665267;SC5-20-2015-1;664225;H2020-EU.2.3.1.
Innovative mobile e-government applications by SMEs;665268;INSO-9-2015-1;664225;H2020-EU.2.3.1.
SME business model innovation;665269;INSO-10-2015-1;664225;H2020-EU.2.3.1.
Critical infrastructure protection topic 7: SME instrument topic: Protection of Urban soft targets and critical infrastructures;665270;DRS-17-2015-1;664463;H2020-EU.3.7.
Accelerating the uptake of nanotechnologies, advanced materials or advanced manufacturing and processing technologies by SMEs;665271;NMP-25-2015-1;664161;H2020-EU.2.1.2.
SME boosting biotechnology-based industrial processes driving competitiveness and sustainability;665272;BIOTEC-5b-2015-1;664189;H2020-EU.2.1.4.
Open Disruptive Innovation Scheme (implemented through the SME instrument);665273;ICT-37-2015-1;664147;H2020-EU.2.1.1.
Clinical research for the validation of biomarkers and/or diagnostic medical devices;665274;PHC-12-2015-1;664237;H2020-EU.3.1.
Resource-efficient eco-innovative food production and processing;665275;SFS-08-2015-1;664281;H2020-EU.3.2.
Supporting SMEs efforts for the development - deployment and market replication of innovative solutions for blue growth;665276;BG-12-2015-1;664281;H2020-EU.3.2.
Health;665277;Health;664087;H2020-EC
Information and Communication Technologies;665279;ICT;664087;H2020-EC
INFRA;665281;INFRA;664087;H2020-EC
INNOSUP;665282;INNOSUP;664087;H2020-EC
MSCA;665283;MSCA;664109;H2020-EU.1.3.
Nanotechnologies, Advanced Materials, Biotechnology and Advanced Manufacturing and Processing;665284;NMP;664087;H2020-EC
RISK FINANCE;665285;RISK FINANCE;664087;H2020-EC
SCIENCE WAF SOCIETY;665286;SCIENCE WAF SOCIETY;664087;H2020-EC
SECURITY;665287;SECURITY;664087;H2020-EC
SPACE;665288;SPACE;664087;H2020-EC
SPREADING;665289;SPREADING;664087;H2020-EC
TRANSPORT;665290;TRANSPORT;664087;H2020-EC
Energy 75 per cent reimbursement;665299;Energy75;664087;H2020-EC
Fast Track to Innovation Pilot;665464;FTIPilot-1-2015;664143;H2020-EU.2.
Estimating the costs of research misconduct and the socio-economic benefit of research integrity;665470;GARRI-9-2015;664495;H2020-EU.5.
Enhancing the innovation management capacity of SMEs;669034;INNOVATION;664087;H2020-EC
COST-Networking-2015;669179;COST-Networking-2015;664435;H2020-EU.3.6.
Valorisation of cellulose into new added value products;699931;BBI.VC2.F2;665315;H2020-EU.3.2.6.
Low cost and durable PEMFCs for transport applications;699944;FCH-01.1-2015;665347;H2020-EU.3.5.7.1.
From lignocellulosic feedstock to advanced bio-based chemicals, materials or ethanol;699951;BBI.VC1.F1;665315;H2020-EU.3.2.6.
Accelerating the uptake of nanotechnologies advanced materials or advanced manufacturing and processing technologies by SMEs;699992;SMEInst-02-2016-2017;664225;H2020-EU.2.3.1.
Accelerating market introduction of ICT solutions for Health, Well-Being and Ageing Well;699994;SMEInst-06-2016-2017;664225;H2020-EU.2.3.1.
Dedicated support to biotechnology SMEs closing the gap from lab to market;700008;SMEInst-03-2016-2017;664189;H2020-EU.2.1.4.
Supporting SMEs efforts for the development - deployment and market replication of innovative solutions for blue growth;700016;SMEInst-08-2016-2017;664316;H2020-EU.3.2.5.
Engaging SMEs in security research and development;700022;SMEInst-13-2016-2017;664463;H2020-EU.3.7.
New business models for inclusive, innovative and reflective societies;700024;SMEInst-12-2016-2017;664225;H2020-EU.2.3.1.
IRIMA-2015;700030;IRIMA-2015;664087;H2020-EC
SET Plan Conference 2016 - Central European Energy Conference X;700033;IBA-ENERGY-SETPLAN-2016;664353;H2020-EU.3.3.6.
Large scale demonstration of Hydrogen Refuelling Stations and FCEV road vehicles - including buses and on site electrolysis;700089;FCH-03.1-2015;665339;H2020-EU.3.3.8.3.
Highly efficient insulation materials with improved properties;700107;EEB-01-2016;664201;H2020-EU.2.1.5.2.
Support to the energy stakeholders to contribute to the SET-Plan;700124;LCE-36-2016-2017;664331;H2020-EU.3.3.2.
Facilitating knowledge management, networking and coordination in the field of formulated products;700189;NMBP-30-2016;664161;H2020-EU.2.1.2.
An empirically informed European theory of justice and fairness;700214;REV-INEQUAL-01-2016;664441;H2020-EU.3.6.1.2.
Fast Track to Innovation Pilot;700218;FTIPilot-01-2016;664143;H2020-EU.2.
Virtual museums and social platform on European digital heritage, memory, identity and cultural interaction.;700239;CULT-COOP-08-2016;664455;H2020-EU.3.6.3.
Spatial justice, social cohesion and territorial inequalities;700245;REV-INEQUAL-07-2016;664445;H2020-EU.3.6.1.4.
Better integration of evidence on the impact of research and innovation in policy making;700258;CO-CREATION-08-2016-2017;664435;H2020-EU.3.6.
Understanding the transformation of European public administrations;700269;CULT-COOP-11-2016-2017;664455;H2020-EU.3.6.3.
Multi-stakeholder platform for enhancing youth digital opportunities;700278;REV-INEQUAL-10-2016;664441;H2020-EU.3.6.1.2.
Fighting inequalities through policies against tax fraud and tax evasion;700294;REV-INEQUAL-08-2016;664435;H2020-EU.3.6.
Inequalities in the EU and their consequences for democracy, social cohesion and inclusion;700330;REV-INEQUAL-05-2016;664441;H2020-EU.3.6.1.2.
Macro-economic and societal benefits from creating new markets in a circular economy;700336;SC5-25-2016;664417;H2020-EU.3.5.4.
Thematic Networks compiling knowledge ready for practice;700355;RUR-10-2016-2017;664309;H2020-EU.3.2.4.
Tackling inequalities at their roots: new policies for fairness in education from early age;700361;REV-INEQUAL-06-2016;664441;H2020-EU.3.6.1.2.
Intra-EU mobility and its impacts for social and economic systems;700365;REV-INEQUAL-04-2016;664441;H2020-EU.3.6.1.2.
High value-added specialised vessel concepts enabling more efficient servicing of emerging coastal and offshore activities;700413;BG-02-2016-2017;664316;H2020-EU.3.2.5.
SRC - In-Space electrical propulsion and station keeping - Disruptive Technologies;700416;COMPET-3-2016-b;664209;H2020-EU.2.1.6.1.
Dynamics of inequalities across the life-course;700424;REV-INEQUAL-03-2016;664441;H2020-EU.3.6.1.2.
A European map of knowledge production and co-creation in support of research and innovation for societal challenges;700428;CO-CREATION-09-2016;664435;H2020-EU.3.6.
Co-creation between public administrations: once-only principle;700441;CO-CREATION-05-2016;664435;H2020-EU.3.6.
Multi-use of the oceans' marine space, offshore and near-shore: compatibility, regulations, environmental and legal issues;700447;BG-03-2016;664281;H2020-EU.3.2.
ERA-NET Cofund: Public-Public Partnerships in the bioeconomy;700452;SFS-19-2016-2017;664293;H2020-EU.3.2.2.
Demonstration of integrated logistics centres for food and non-food applications;700457;RUR-08-2016;664299;H2020-EU.3.2.2.3.
Reinforcing international cooperation on sustainable aquaculture production with countries from South-East Asia;700460;SFS-24-2016;664301;H2020-EU.3.2.3.
Support to the BLUEMED Initiative: Coordination of marine and maritime research and innovation activities in the Mediterranean;700469;BG-13-2016;664316;H2020-EU.3.2.5.
An integrated Arctic observation system;700472;BG-09-2016;664427;H2020-EU.3.5.5.
Large-scale algae biomass integrated biorefineries;700477;BG-01-2016;664316;H2020-EU.3.2.5.
Impact of Arctic changes on the weather and climate of the Northern Hemisphere;700480;BG-10-2016;664281;H2020-EU.3.2.
Downstream applications;700502;EO-1-2016;664213;H2020-EU.2.1.6.3.
ERA-NET Cofund on marine technologies;700517;BG-05-2016;664316;H2020-EU.3.2.5.
New knowledge and technologies;664844;LCE-01-2014;664321;H2020-EU.3.3.
Developing the next generation technologies of renewable electricity and heating/cooling;664845;LCE-02-2014;664235;H2020-EU.3.
Developing the next generation technologies of renewable electricity and heating/cooling;664846;LCE-02-2015;664235;H2020-EU.3.
Demonstration of renewable electricity and heating/cooling technologies;664847;LCE-03-2014;664235;H2020-EU.3.
Demonstration of renewable electricity and heating/cooling technologies;664848;LCE-03-2015;664235;H2020-EU.3.
Market uptake of existing and emerging renewable electricity, heating and cooling technologies;664849;LCE-04-2014;664335;H2020-EU.3.3.2.2.
Market uptake of existing and emerging renewable electricity, heating and cooling technologies;664850;LCE-04-2015;664335;H2020-EU.3.3.2.2.
Innovation and technologies for the deployment of meshed off-shore grids �;664851;LCE-05-2015;664349;H2020-EU.3.3.4.
Transmission grid and wholesale market;664852;LCE-06-2015;664349;H2020-EU.3.3.4.
Distribution grid and retail market;664853;LCE-07-2014;664349;H2020-EU.3.3.4.
Developing next generation technologies for biofuels and sustainable alternative fuels;664857;LCE-11-2014;664321;H2020-EU.3.3.
Developing next generation technologies for biofuels and sustainable alternative fuels;664858;LCE-11-2015;664321;H2020-EU.3.3.
Demonstrating advanced biofuel technologies;664859;LCE-12-2014;664321;H2020-EU.3.3.
Demonstrating advanced biofuel technologies;664860;LCE-12-2015;664321;H2020-EU.3.3.
Partnering with Brazil on advanced biofuels;664861;LCE-13-2015;664321;H2020-EU.3.3.
Market uptake of existing and emerging sustainable bioenergy;664862;LCE-14-2014;664235;H2020-EU.3.
Market uptake of existing and emerging sustainable bioenergy;664863;LCE-14-2015;664235;H2020-EU.3.
Enabling decarbonisation of the fossil fuel-based power sector and energy intensive industry through CCS;664864;LCE-15-2014;664321;H2020-EU.3.3.
Enabling decarbonisation of the fossil fuel-based power sector and energy intensive industry through CCS;664865;LCE-15-2015;664321;H2020-EU.3.3.
Understanding, preventing and mitigating the potential environmental impacts and risks of shale gas exploration and exploitation;664866;LCE-16-2014;664321;H2020-EU.3.3.
Highly flexible and efficient fossil fuel power plants;664867;LCE-17-2015;664321;H2020-EU.3.3.
Supporting Joint Actions on demonstration and validation of innovative energy solutions;664868;LCE-18-2014;664331;H2020-EU.3.3.2.
"Supporting coordination of national R&amp;D activities";664869;LCE-19-2014;664331;H2020-EU.3.3.2.
"Supporting coordination of national R&amp;D activities";664870;LCE-19-2015;664331;H2020-EU.3.3.2.
The human factor in the energy system;664871;LCE-20-2014;664321;H2020-EU.3.3.
Modelling and analysing the energy system, its transformation and impacts;664872;LCE-21-2015;664321;H2020-EU.3.3.
Improved safety design and operation of fission reactors;664939;NFRP-01-2014;664533;H2020-Euratom-1.8.
Tool for the fast and reliable prediction of severe accident progression and anticipation of the source term of a nuclear accident;664940;NFRP-02-2014;664533;H2020-Euratom-1.8.
Supporting the implementation of the first-of-the-kind geological repositories;664944;NFRP-06-2014;664533;H2020-Euratom-1.8.
Integrating radiation research in the European Union;664945;NFRP-07-2015;664525;H2020-Euratom-1.4.
High density uranium fuel and targets for the production of medical radioisotopes;664946;NFRP-08-2015;664525;H2020-Euratom-1.4.
Transmutation of minor actinides (Towards industrial application);664947;NFRP-09-2015;664533;H2020-Euratom-1.8.
Nuclear developments and interaction with society;664950;NFRP-12-2015;664519;H2020-Euratom-1.1.
Fostering the network of National Contact Points;664951;NFRP-13-2014;664519;H2020-Euratom-1.1.
Regional initiative aiming at nuclear research and training capacity building;664952;NFRP-14-2014;664519;H2020-Euratom-1.1.
Supporting Joint Actions on demonstration and validation of innovative energy solutions;665000;LCE-18-2015;664341;H2020-EU.3.3.3.
Integration of novel nano materials into existing production lines;665002;NMP-02-2015;664161;H2020-EU.2.1.2.
Manufacturing and control of nanoporous materials;665003;NMP-03-2015;664169;H2020-EU.2.1.2.4.
Novel nanomatrices and nanocapsules;665006;NMP-06-2015;664165;H2020-EU.2.1.2.2.
Additive manufacturing for tabletop nanofactories;665007;NMP-07-2015;664163;H2020-EU.2.1.2.1.
Networking of SMEs in the nano-biomedical sector;665009;NMP-09-2014;664229;H2020-EU.2.3.2.1.
Materials solutions for use in the creative industry sector;665018;NMP-18-2014;664183;H2020-EU.2.1.3.5.
Materials-based solutions for protection or preservation of European cultural heritage;665021;NMP-21-2014;664183;H2020-EU.2.1.3.5.
"Joint EU &amp; MS activity on the next phase of research in support of regulation 'NANOREG II'";665026;NMP-26-2014;664161;H2020-EU.2.1.2.
Presidency events;665038;NMP-38-2014;664197;H2020-EU.2.1.5.
Support for NCPs;665039;NMP-39-2014;664197;H2020-EU.2.1.5.
Process optimisation of manufacturing assets;665040;FoF-01-2014;664199;H2020-EU.2.1.5.1.
ICT-enabled modelling, simulation, analytics and forecasting technologies;665047;FoF-08-2015;664199;H2020-EU.2.1.5.1.
ICT Innovation for Manufacturing SMEs (I4MS);665048;FoF-09-2015;664199;H2020-EU.2.1.5.1.
Presidency events;665231;NMP-38-2015;664197;H2020-EU.2.1.5.
Valorisation of cellulose into new added value products;699931;BBI.VC2.F2;664235;H2020-EU.3.
From lignocellulosic feedstock to advanced bio-based chemicals, materials or ethanol;699951;BBI.VC1.F1;664235;H2020-EU.3.
Accelerating the uptake of nanotechnologies advanced materials or advanced manufacturing and processing technologies by SMEs;699992;SMEInst-02-2016-2017;664197;H2020-EU.2.1.5.
Accelerating market introduction of ICT solutions for Health, Well-Being and Ageing Well;699994;SMEInst-06-2016-2017;664261;H2020-EU.3.1.4.
Supporting SMEs efforts for the development - deployment and market replication of innovative solutions for blue growth;700016;SMEInst-08-2016-2017;664301;H2020-EU.3.2.3.
SET Plan Conference 2016 - Central European Energy Conference X;700033;IBA-ENERGY-SETPLAN-2016;664235;H2020-EU.3.
Large scale demonstration of Hydrogen Refuelling Stations and FCEV road vehicles - including buses and on site electrolysis;700089;FCH-03.1-2015;664345;H2020-EU.3.3.3.2.
An empirically informed European theory of justice and fairness;700214;REV-INEQUAL-01-2016;664437;H2020-EU.3.6.1.
Virtual museums and social platform on European digital heritage, memory, identity and cultural interaction.;700239;CULT-COOP-08-2016;664457;H2020-EU.3.6.3.1.
Spatial justice, social cohesion and territorial inequalities;700245;REV-INEQUAL-07-2016;664441;H2020-EU.3.6.1.2.
Multi-stakeholder platform for enhancing youth digital opportunities;700278;REV-INEQUAL-10-2016;664437;H2020-EU.3.6.1.
Fighting inequalities through policies against tax fraud and tax evasion;700294;REV-INEQUAL-08-2016;664437;H2020-EU.3.6.1.
Inequalities in the EU and their consequences for democracy, social cohesion and inclusion;700330;REV-INEQUAL-05-2016;664437;H2020-EU.3.6.1.
Thematic Networks compiling knowledge ready for practice;700355;RUR-10-2016-2017;664293;H2020-EU.3.2.2.
Tackling inequalities at their roots: new policies for fairness in education from early age;700361;REV-INEQUAL-06-2016;664437;H2020-EU.3.6.1.
Intra-EU mobility and its impacts for social and economic systems;700365;REV-INEQUAL-04-2016;664437;H2020-EU.3.6.1.
SRC - In-Space electrical propulsion and station keeping - Disruptive Technologies;700416;COMPET-3-2016-b;664539;H2020-EU.2.1.6.1.1.
Dynamics of inequalities across the life-course;700424;REV-INEQUAL-03-2016;664437;H2020-EU.3.6.1.
Co-creation between public administrations: once-only principle;700441;CO-CREATION-05-2016;664449;H2020-EU.3.6.2.2.
Multi-use of the oceans' marine space, offshore and near-shore: compatibility, regulations, environmental and legal issues;700447;BG-03-2016;664316;H2020-EU.3.2.5.
An integrated Arctic observation system;700472;BG-09-2016;664281;H2020-EU.3.2.
Impact of Arctic changes on the weather and climate of the Northern Hemisphere;700480;BG-10-2016;664316;H2020-EU.3.2.5.
Developing the next generation technologies of renewable electricity and heating/cooling;664845;LCE-02-2014;664321;H2020-EU.3.3.
Developing the next generation technologies of renewable electricity and heating/cooling;664846;LCE-02-2015;664321;H2020-EU.3.3.
Demonstration of renewable electricity and heating/cooling technologies;664847;LCE-03-2014;664321;H2020-EU.3.3.
Demonstration of renewable electricity and heating/cooling technologies;664848;LCE-03-2015;664321;H2020-EU.3.3.
Market uptake of existing and emerging renewable electricity, heating and cooling technologies;664849;LCE-04-2014;664235;H2020-EU.3.
Market uptake of existing and emerging renewable electricity, heating and cooling technologies;664850;LCE-04-2015;664235;H2020-EU.3.
Developing next generation technologies for biofuels and sustainable alternative fuels;664857;LCE-11-2014;664341;H2020-EU.3.3.3.
Developing next generation technologies for biofuels and sustainable alternative fuels;664858;LCE-11-2015;664341;H2020-EU.3.3.3.
Demonstrating advanced biofuel technologies;664859;LCE-12-2014;664341;H2020-EU.3.3.3.
Demonstrating advanced biofuel technologies;664860;LCE-12-2015;664341;H2020-EU.3.3.3.
Partnering with Brazil on advanced biofuels;664861;LCE-13-2015;664341;H2020-EU.3.3.3.
Market uptake of existing and emerging sustainable bioenergy;664862;LCE-14-2014;664321;H2020-EU.3.3.
Market uptake of existing and emerging sustainable bioenergy;664863;LCE-14-2015;664321;H2020-EU.3.3.
Enabling decarbonisation of the fossil fuel-based power sector and energy intensive industry through CCS;664864;LCE-15-2014;664331;H2020-EU.3.3.2.
Enabling decarbonisation of the fossil fuel-based power sector and energy intensive industry through CCS;664865;LCE-15-2015;664331;H2020-EU.3.3.2.
Understanding, preventing and mitigating the potential environmental impacts and risks of shale gas exploration and exploitation;664866;LCE-16-2014;664331;H2020-EU.3.3.2.
Highly flexible and efficient fossil fuel power plants;664867;LCE-17-2015;664331;H2020-EU.3.3.2.
Transmutation of minor actinides (Towards industrial application);664947;NFRP-09-2015;664525;H2020-Euratom-1.4.
Nuclear developments and interaction with society;664950;NFRP-12-2015;664533;H2020-Euratom-1.8.
Fostering the network of National Contact Points;664951;NFRP-13-2014;664533;H2020-Euratom-1.8.
Regional initiative aiming at nuclear research and training capacity building;664952;NFRP-14-2014;664525;H2020-Euratom-1.4.
Supporting Joint Actions on demonstration and validation of innovative energy solutions;665000;LCE-18-2015;664331;H2020-EU.3.3.2.
Integration of novel nano materials into existing production lines;665002;NMP-02-2015;664169;H2020-EU.2.1.2.4.
Novel nanomatrices and nanocapsules;665006;NMP-06-2015;664161;H2020-EU.2.1.2.
Additive manufacturing for tabletop nanofactories;665007;NMP-07-2015;664161;H2020-EU.2.1.2.
Presidency events;665038;NMP-38-2014;664161;H2020-EU.2.1.2.
Support for NCPs;665039;NMP-39-2014;664161;H2020-EU.2.1.2.
Presidency events;665231;NMP-38-2015;664161;H2020-EU.2.1.2.
Valorisation of cellulose into new added value products;699931;BBI.VC2.F2;665317;H2020-EU.3.2.6.1.
From lignocellulosic feedstock to advanced bio-based chemicals, materials or ethanol;699951;BBI.VC1.F1;665317;H2020-EU.3.2.6.1.
Accelerating the uptake of nanotechnologies advanced materials or advanced manufacturing and processing technologies by SMEs;699992;SMEInst-02-2016-2017;664161;H2020-EU.2.1.2.
SET Plan Conference 2016 - Central European Energy Conference X;700033;IBA-ENERGY-SETPLAN-2016;664321;H2020-EU.3.3.
Spatial justice, social cohesion and territorial inequalities;700245;REV-INEQUAL-07-2016;664437;H2020-EU.3.6.1.
Multi-use of the oceans' marine space, offshore and near-shore: compatibility, regulations, environmental and legal issues;700447;BG-03-2016;664331;H2020-EU.3.3.2.
An integrated Arctic observation system;700472;BG-09-2016;664316;H2020-EU.3.2.5.
Developing the next generation technologies of renewable electricity and heating/cooling;664845;LCE-02-2014;664333;H2020-EU.3.3.2.1.
Developing the next generation technologies of renewable electricity and heating/cooling;664846;LCE-02-2015;664333;H2020-EU.3.3.2.1.
Demonstration of renewable electricity and heating/cooling technologies;664847;LCE-03-2014;664333;H2020-EU.3.3.2.1.
Demonstration of renewable electricity and heating/cooling technologies;664848;LCE-03-2015;664333;H2020-EU.3.3.2.1.
Market uptake of existing and emerging renewable electricity, heating and cooling technologies;664849;LCE-04-2014;664321;H2020-EU.3.3.
Market uptake of existing and emerging renewable electricity, heating and cooling technologies;664850;LCE-04-2015;664321;H2020-EU.3.3.
Developing next generation technologies for biofuels and sustainable alternative fuels;664857;LCE-11-2014;664347;H2020-EU.3.3.3.3.
Developing next generation technologies for biofuels and sustainable alternative fuels;664858;LCE-11-2015;664347;H2020-EU.3.3.3.3.
Market uptake of existing and emerging sustainable bioenergy;664862;LCE-14-2014;664341;H2020-EU.3.3.3.
Market uptake of existing and emerging sustainable bioenergy;664863;LCE-14-2015;664331;H2020-EU.3.3.2.
Nuclear developments and interaction with society;664950;NFRP-12-2015;664525;H2020-Euratom-1.4.
Fostering the network of National Contact Points;664951;NFRP-13-2014;664525;H2020-Euratom-1.4.
Supporting Joint Actions on demonstration and validation of innovative energy solutions;665000;LCE-18-2015;664349;H2020-EU.3.3.4.
Presidency events;665038;NMP-38-2014;664143;H2020-EU.2.
Support for NCPs;665039;NMP-39-2014;664143;H2020-EU.2.
Presidency events;665231;NMP-38-2015;664143;H2020-EU.2.
SET Plan Conference 2016 - Central European Energy Conference X;700033;IBA-ENERGY-SETPLAN-2016;664087;H2020-EC
Developing the next generation technologies of renewable electricity and heating/cooling;664845;LCE-02-2014;664331;H2020-EU.3.3.2.
Developing the next generation technologies of renewable electricity and heating/cooling;664846;LCE-02-2015;664331;H2020-EU.3.3.2.
Demonstration of renewable electricity and heating/cooling technologies;664847;LCE-03-2014;664331;H2020-EU.3.3.2.
Demonstration of renewable electricity and heating/cooling technologies;664848;LCE-03-2015;664331;H2020-EU.3.3.2.
Market uptake of existing and emerging renewable electricity, heating and cooling technologies;664849;LCE-04-2014;664333;H2020-EU.3.3.2.1.
Market uptake of existing and emerging renewable electricity, heating and cooling technologies;664850;LCE-04-2015;664333;H2020-EU.3.3.2.1.
Market uptake of existing and emerging sustainable bioenergy;664862;LCE-14-2014;664331;H2020-EU.3.3.2.
Market uptake of existing and emerging renewable electricity, heating and cooling technologies;664849;LCE-04-2014;664331;H2020-EU.3.3.2.
Market uptake of existing and emerging renewable electricity, heating and cooling technologies;664850;LCE-04-2015;664331;H2020-EU.3.3.2.
